"name","sub","size"
"LEADER FUEL CENTER LLC THE","The Council of the Inspectors General on Integrity and Efficiency",70000
"CELLCO PARTNERSHIP","The Council of the Inspectors General on Integrity and Efficiency",52177.84
"PALMETTO HOSPITALITY OF WASHINGTON DC II LLC","The Council of the Inspectors General on Integrity and Efficiency",33750
"MIDDLEMAN LOUIS I","The Council of the Inspectors General on Integrity and Efficiency",31500
"BECKY KENNEDY PRESENTS","The Council of the Inspectors General on Integrity and Efficiency",28500
"RAMBOW SOLUTIONS LLC","The Council of the Inspectors General on Integrity and Efficiency",28000
"ONE RESONANCE SENSORS LLC","Transportation Security Administration",999225
"MANHATTAN MAINTENANCE CO","Transportation Security Administration",979030
"HERMAN MILLER INC","Transportation Security Administration",973366.12
"LOGISTICS SYSTEMS INCORPORATED","Transportation Security Administration",967567.32
"LAVI INDUSTRIES","Transportation Security Administration",948434.77
"CARAHSOFT TECHNOLOGY CORPORATION","Transportation Security Administration",931730.45
"VERGYS LLC","Transportation Security Administration",928720
"BROOALEXA LLC","Transportation Security Administration",923147.39
"PROCOM CORPORATION","Transportation Security Administration",897396.55
"RED RIVER COMPUTER CO INC","Transportation Security Administration",888458.46
"COMSPEC INTERNATIONAL INC","Uniformed Services University of the Health Sciences",884269.87
"PRITCHETT CONTROLS INC","Uniformed Services University of the Health Sciences",773780
"BELT BUILT CFM JOINT VENTURE","Uniformed Services University of the Health Sciences",696764
"CORINTHIAN CONTRACTORS INC","Uniformed Services University of the Health Sciences",693658
"HYPERION BIOTECHNOLOGY INC","Uniformed Services University of the Health Sciences",564408.08
"HARMAN FUNERAL SERVICES","Uniformed Services University of the Health Sciences",530913.58
"CARAHSOFT TECHNOLOGY CORP","Uniformed Services University of the Health Sciences",523447.22
"DLT SOLUTIONS LLC","Uniformed Services University of the Health Sciences",485804.15
"STERLING COMPUTERS CORPORATION","Uniformed Services University of the Health Sciences",485068.8
"BELL INDUSTRIES INC","Uniformed Services University of the Health Sciences",479639.35
"ANAMET INC","United States Chemical Safety Board",615374.84
"ABSG CONSULTING INC","United States Chemical Safety Board",518684.19
"SANDY GILMOUR COMMUNICATIONS LLC","United States Chemical Safety Board",399864.15
"DAVID TONICK ENTERPRISES INC","United States Chemical Safety Board",357375.88
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","United States Chemical Safety Board",321981.28
"SVANACO INC","United States Chemical Safety Board",231229.85
"STEELCASE INC","United States Chemical Safety Board",213882.71
"ATLAS ENGINEERING INC","United States Chemical Safety Board",156535.22
"SCHUHMACHER CURTIS L","United States Chemical Safety Board",147892.27
"GOVERNMENT ACQUISITIONS INC","United States Chemical Safety Board",135789.99
"IRON SWORD ENTERPRISES LLC","United States Mint",947400
"WILGRO SERVICES INC","United States Mint",945205.34
"MINBURN TECHNOLOGY GROUP LLC","United States Mint",941555.04
"TEER COATINGS LIMITED","United States Mint",928426.7
"KRATOS PUBLIC SAFETY & SECURITY SOLUTIONS INC","United States Mint",924197
"S&S GRAPHICS LLC","United States Mint",901265.82
"PACIFIC GAS AND ELECTRIC COMPANY","United States Mint",891811.18
"COIN CORP INTERNATIONAL","United States Mint",889900
"NATIONAL ANALYSTS WORLDWIDE INC","United States Mint",889759.19
"MC DEAN INC","United States Mint",870868
"3E CONSULTING LLC","United States Trade and Development Agency",940182
"ADVANCED TECHNOLOGY LOGISTICS INC","United States Trade and Development Agency",931800.1
"AMERICAN NATIONAL STANDARDS INSTITUTE INCORPORATED","United States Trade and Development Agency",912938
"WINKATES STEVEN Q","United States Trade and Development Agency",730000
"KIMLEY-HORN AND ASSOCIATES INC","United States Trade and Development Agency",638000
"TUATARA GROUP LLC","United States Trade and Development Agency",570301
"DUNNMARK","United States Trade and Development Agency",561740
"EASTERN RESEARCH GROUP INC","United States Trade and Development Agency",539900
"LINDHOLM AND ASSOCIATES INCORPORATED","United States Trade and Development Agency",537761.2
"TSRC INC","United States Trade and Development Agency",485288.91
"REVA INC","U.S. Army Corps of Engineers - Civil Program Financing Only",999133.99
"ETRAC INC","U.S. Army Corps of Engineers - Civil Program Financing Only",996999.88
"L D C CONSTRUCTION CO INC","U.S. Army Corps of Engineers - Civil Program Financing Only",994316.5
"NEW ORLEANS SMALL BUSINESS ENGINEERING JV","U.S. Army Corps of Engineers - Civil Program Financing Only",992065.6
"LKE CORP","U.S. Army Corps of Engineers - Civil Program Financing Only",988698.5
"ANDERSON CONTRACTING LLC","U.S. Army Corps of Engineers - Civil Program Financing Only",987975
"CHEROKEE NATION ASSURANCE LLC","U.S. Army Corps of Engineers - Civil Program Financing Only",984645.57
"WILSON OIL INC","U.S. Army Corps of Engineers - Civil Program Financing Only",978837.4
"WESTON SOLUTIONS INC","U.S. Army Corps of Engineers - Civil Program Financing Only",975476.18
"CWE","U.S. Army Corps of Engineers - Civil Program Financing Only",974286.79
"CSRA LLC","U.S. Census Bureau",947971
"DUKE ENERGY PROGRESS INC","U.S. Census Bureau",911783.47
"COPPER RIVER INFORMATION TECHNOLOGY LLC","U.S. Census Bureau",881337.96
"WINSTON-SALEM INDUSTRIES FOR THE BLIND INC","U.S. Census Bureau",863166.46
"MELISSA DATA CORPORATION","U.S. Census Bureau",862995
"FEDERAL TECHNOLOGY SOLUTIONS I","U.S. Census Bureau",831340.67
"ZAYO GROUP LLC","U.S. Census Bureau",791670
"SYSTALEX CORPORATION","U.S. Census Bureau",777309.31
"GENSLER JR M ARTHUR AND ASSOCIATES INCORPORATED 3305","U.S. Census Bureau",771000
"ANNAMS SYSTEMS CORPORATION","U.S. Census Bureau",727350.81
"GREEN IT SYSTEMS GROUP","U.S. Citizenship and Immigration Services",990017.32
"IMPACT INNOVATIONS SYSTEMS INC","U.S. Citizenship and Immigration Services",953267.84
"NEOPOST INC","U.S. Citizenship and Immigration Services",931485.68
"RITAS TAPE MEDIA LIMITED LIABILITY COMPANY","U.S. Citizenship and Immigration Services",881638
"SHARP ELECTRONICS CORPORATION","U.S. Citizenship and Immigration Services",868059.16
"WEST PUBLISHING CORPORATION","U.S. Citizenship and Immigration Services",840734.43
"ACF TECHNOLOGIES INC","U.S. Citizenship and Immigration Services",837224.85
"FEDRESULTS INC","U.S. Citizenship and Immigration Services",821054.52
"ARCONAS CORPORATION","U.S. Citizenship and Immigration Services",801721.25
"PARSONS GOVERNMENT SERVICES INC","U.S. Citizenship and Immigration Services",772692.52
"MS CLEAN SERVICES INC","U.S. Coast Guard",999695.73
"LIVINGSTON SLONE INC","U.S. Coast Guard",995667
"AIR PERFECTION INC","U.S. Coast Guard",994256.68
"FOUR TRIBES CONSTRUCTION SERVICES LLC","U.S. Coast Guard",994114
"L3 AVIATION PRODUCTS INC","U.S. Coast Guard",991633.43
"RHEINMETALL CANADA INC","U.S. Coast Guard",988997.16
"EASE PAINTING AND CONSTRUCTION INC","U.S. Coast Guard",984436.94
"HENDRY SHIPYARD VENTURE NO 3 LLC","U.S. Coast Guard",984248.82
"AIR COST CONTROL US LLC","U.S. Coast Guard",981999.97
"MSS SERVICES INC","U.S. Coast Guard",981298.37
"CADDELL CONSTRUCTION CO DE LLC","U.S. Customs and Border Protection",984000
"BUFFALO NIAGARA GUN RANGE INC","U.S. Customs and Border Protection",973803.75
"KWR CONSTRUCTION INC","U.S. Customs and Border Protection",972822
"NEXTEL OF TEXAS INCORPORATED","U.S. Customs and Border Protection",957276.68
"C & C INTERNATIONAL COMPUTERS & CONSULTANTS INC","U.S. Customs and Border Protection",949987.64
"PILLOW EXPRESS DELIVERY INC","U.S. Customs and Border Protection",949911.64
"AEROSIMULATORS USA INC","U.S. Customs and Border Protection",949690
"TEXAS STERLING CONSTRUCTION CO","U.S. Customs and Border Protection",940000
"MARKO CONSTRUCTION GROUP INC","U.S. Customs and Border Protection",934587.07
"RIGHTDIRECTION TECHNOLOGY SOLUTIONS LLC","U.S. Customs and Border Protection",923550
"PERFORMANCE SYSTEMS INC","U.S. Fish and Wildlife Service",998407.37
"C3T INC","U.S. Fish and Wildlife Service",982602.19
"GERANIOS ENTERPRISES INC","U.S. Fish and Wildlife Service",974397.6
"GAP SOLUTIONS INC","U.S. Fish and Wildlife Service",973614.59
"UFL INC","U.S. Fish and Wildlife Service",950465.52
"CROWLEY HOLDINGS LLC","U.S. Fish and Wildlife Service",947770.07
"BRASADA FORD LTD","U.S. Fish and Wildlife Service",875627
"TRUCK COUNTRY OF WISCONSIN INC","U.S. Fish and Wildlife Service",867163
"DAWSON TECHNICAL LLC","U.S. Fish and Wildlife Service",852938.78
"MACDONALD ENVIRONMENTAL SCIENCES LTD","U.S. Fish and Wildlife Service",851962.57
"STATE LANDS COMMISSION CALIFORNIA","U.S. Geological Survey",999292.89
"STANLEY CONSULTANTS INC","U.S. Geological Survey",957431.32
"CONSOLIDATED SAFETY SERVICES INCORPORATED","U.S. Geological Survey",956035.57
"PUGET SOUND ENERGY INC","U.S. Geological Survey",928890.13
"ACRO CONSTRUCTION LLC","U.S. Geological Survey",926192.92
"AVAYA FEDERAL SOLUTIONS INC","U.S. Geological Survey",905033.97
"ARDENT MANAGEMENT CONSULTING INC","U.S. Geological Survey",880616.86
"SIGNAL MOUNTAIN NETWORKS INC","U.S. Geological Survey",861570.15
"AGILENT TECHNOLOGIES INC","U.S. Geological Survey",852594.12
"VWR INTERNATIONAL LLC","U.S. Geological Survey",830372.74
"CARAHSOFT TECHNOLOGY CORP","U.S. Immigration and Customs Enforcement",983706.21
"GEMINI INDUSTRIES INC","U.S. Immigration and Customs Enforcement",973195.73
"GLOBAL RESOURCE SOLUTIONS INC","U.S. Immigration and Customs Enforcement",960710.4
"GLOBAL NETWORK SYSTEMS OF MARYLAND INC","U.S. Immigration and Customs Enforcement",947526.75
"SNAP INC","U.S. Immigration and Customs Enforcement",947219.74
"WHITNEY BRADLEY & BROWN INC","U.S. Immigration and Customs Enforcement",934886.4
"GOVERNMENT ACQUISITIONS INC","U.S. Immigration and Customs Enforcement",930751.67
"INTERPARK LLC","U.S. Immigration and Customs Enforcement",898920
"VENTURE NETCOMM INC","U.S. Immigration and Customs Enforcement",894140.73
"EC AMERICA INC","U.S. Immigration and Customs Enforcement",884482.51
"BUREAU OF PRISONS","U.S. Marshals Service",996833.77
"FARR BUILDERS","U.S. Marshals Service",985075.74
"VINTAGE AUTOWORKS","U.S. Marshals Service",940839.89
"CORRECTIONAL MANAGEMENT & COMMUNICATIONS GROUP LLC","U.S. Marshals Service",935615.7
"LIONHEART ALLIANCE LLC","U.S. Marshals Service",884304.43
"LAZ PARKING LTD LLC","U.S. Marshals Service",831707.36
"AFFIGENT LLC","U.S. Marshals Service",829667.28
"CSI AVIATION INC","U.S. Marshals Service",827639
"RESOLUTION ECONOMICS GROUP LLC","U.S. Marshals Service",823000
"PCMG INC","U.S. Marshals Service",748143.14
"NGEN LLC","U.S. Patent and Trademark Office",940323.66
"BUREAU OF NATIONAL AFFAIRS INC THE","U.S. Patent and Trademark Office",888582.97
"ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY","U.S. Patent and Trademark Office",816003.44
"NETAMERICA CORPORATION THE","U.S. Patent and Trademark Office",812346.71
"DIGITALIBIZ INCORPORATED","U.S. Patent and Trademark Office",769377
"CNI TECHNICAL SERVICES LLC","U.S. Patent and Trademark Office",766591.47
"MICROPACT INC","U.S. Patent and Trademark Office",761053.15
"NEW CENTURY IMAGING INC","U.S. Patent and Trademark Office",724087.49
"MIRACORP INC","U.S. Patent and Trademark Office",674818.56
"RIVA SOLUTIONS INC","U.S. Patent and Trademark Office",667392
"FORD MOTOR COMPANY","U.S. Postal Service",485536
"GENERAL MOTORS LLC","U.S. Postal Service",455153
"NATIONAL INDUSTRIES FOR THE BLIND","U.S. Postal Service",175935
"ELA GROUP INC","U.S. Postal Service",47850
"STAG ENTERPRISE INC","U.S. Postal Service",47268
"FEDERAL PRISON INDUSTRIES INC","U.S. Postal Service",32880
"INTERFACE CONSTRUCTION CORPORATION","U.S. Postal Service",11150
"J & L AMERICA INC","U.S. Postal Service",5231.77
"WILSON 5 SERVICE COMPANY INC","U.S. Postal Service",4400
"ANNAMS SYSTEMS CORPORATION","U.S. Secret Service",971719
"HONEYWELL PRODUCTS INC","U.S. Secret Service",962213.17
"SIERRA NEVADA CORPORATION","U.S. Secret Service",942241
"BRIMTEK INC","U.S. Secret Service",938583.84
"SIXT GMBH & CO AUTOVERMIETUNG KG","U.S. Secret Service",894741.31
"ACTIVU CORPORATION","U.S. Secret Service",872093.63
"WGES LLC","U.S. Secret Service",838982.72
"BUSINESS STRATEGY CONSULTANTS LLC","U.S. Secret Service",834892.8
"SHOOTING RANGE INDUSTRIES LLC","U.S. Secret Service",834188.49
"IT TECH DIRECT LLC","U.S. Secret Service",823397.35
"OPTOWARES INCORPORATED","U.S. Special Operations Command",999537.56
"MAXENTRIC TECHNOLOGIES LLC","U.S. Special Operations Command",999445
"AMERICAN ENGINEERING GROUP LLC","U.S. Special Operations Command",999181
"IDEALS INC","U.S. Special Operations Command",991040.21
"VAWD APPLIED SCIENCE & TECHNOLOGY CORPORATION","U.S. Special Operations Command",986399
"HERRICK TECHNOLOGY LABORATORIES INC","U.S. Special Operations Command",962165
"FIRSTSPEAR LLC","U.S. Special Operations Command",959986.42
"BAY DIESEL CORPORATION","U.S. Special Operations Command",956424.95
"RLM COMMUNICATIONS INC","U.S. Special Operations Command",948592.67
"FEDERAL RESOURCES SUPPLY COMPANY","U.S. Special Operations Command",947537.38
"UNISYS CORPORATION","USTRANSCOM",942372.81
"FEDERAL EXPRESS CORPORATION","USTRANSCOM",775117
"CARAHSOFT TECHNOLOGY CORPORATION","USTRANSCOM",751028.28
"STERLING COMPUTERS CORPORATION","USTRANSCOM",556953.28
"C5T CORPORATION","USTRANSCOM",550000
"MYTHICS INC","USTRANSCOM",365670.09
"SECURBORATION INC","USTRANSCOM",363000
"FOUR","USTRANSCOM",296909.56
"SAVI TECHNOLOGY INC","USTRANSCOM",264591.01
"AOC CONNECT LLC","USTRANSCOM",240566.19
"BOOZ ALLEN HAMILTON INC","Veterans Employment and Training Services",758985
"ICF INCORPORATED LLC","Veterans Employment and Training Services",378125
"BETTER DIRECT LLC","Veterans Employment and Training Services",362555.26
"CDW GOVERNMENT INC","Veterans Employment and Training Services",125210.88
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","Veterans Employment and Training Services",93390.05
"CARTRIDGE TECHNOLOGIES INC","Veterans Employment and Training Services",50000
"LEGEND CONSTRUCTION AND PAINTING INC","Veterans Employment and Training Services",45786.62
"BAHFED CORP","Veterans Employment and Training Services",35083.77
"MOI INC","Veterans Employment and Training Services",28618.15
"XEROX CORPORATION","Veterans Employment and Training Services",20825.81
"AT&T GOVERNMENT SOLUTIONS INC","Wage and Hour Division",921559.87
"HARPER RAINS STOKES & KNIGHT P","Wage and Hour Division",913145.88
"DELL MARKETING LP","Wage and Hour Division",791496.34
"IMPAQ INTERNATIONAL LLC","Wage and Hour Division",564163.38
"CANON USA INC","Wage and Hour Division",255824.86
"LENEER DATA ASSURANCE SOLUTIONS INC","Wage and Hour Division",242400
"BT CONFERENCING VIDEO INC","Wage and Hour Division",238565.4
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","Wage and Hour Division",197277.63
"ACS FEDERAL SOLUTIONS LLC","Wage and Hour Division",195978.13
"WEST PUBLISHING CORPORATION","Wage and Hour Division",162133.95
"SCIOMETRICS LLC","Washington Headquarters Services",998817.96
"FOURSQUARE INTEGRATED TRANSPORTATION PLANNING INC","Washington Headquarters Services",964439.68
"CARAHSOFT TECHNOLOGY CORP","Washington Headquarters Services",938110.88
"EAI CORPORATION","Washington Headquarters Services",934700.89
"CHEROKEE CRC LLC","Washington Headquarters Services",916600
"FILL HOLDINGS LLC","Washington Headquarters Services",892109.3
"T3 CORPORATION","Washington Headquarters Services",888992
"CONVERGENT SOLUTIONS INC","Washington Headquarters Services",880353.3
"CHENEGA FACILITIES MANAGEMENT LLC","Washington Headquarters Services",872095.64
"WALCOFF & ASSOCIATES INC","Washington Headquarters Services",870000
"RABIL AND BATES COMM DESIGN CO","Women's Bureau",99494.82
"AT&T MOBILITY LLC","Women's Bureau",39697.21
"DELL MARKETING LIMITED PARTNERSHIP","Women's Bureau",26022.9
"RICOH USA INC","Women's Bureau",17242.27
"ZOOM INC","Women's Bureau",8166.24
"CANON USA INC","Women's Bureau",4924.66
"M DAVIS AND COMPANY INC",,710626.08
"SUSAN DAVIS INTERNATIONAL LTD",,667635.3
"CANTON GROUP LIMITED LIABILITY COMPANY THE",,651402
"RESEARCH TRIANGLE INSTITUTE",,532924.96
"LEON SNEAD & CO PC",,440586
"ALL U NEED TEMPORARY SERVICES",,129810.7
"ACCESSIBILITY PARTNERS LLC",,97581.9
