"Agency","Subagency","accountID","Title","Obligation"
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1144,"Federal Payment to the Criminal Justice Coordinating Council, Treasury",2000000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1126,"Federal Payment for the District of Columbia National Guard, Treasury",450000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1146,"Federal Payment for Judicial Commissions, Treasury",585000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1147,"Federal Payment for Testing and Treatment of HIV/AIDS, Treasury",5000000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1137,"Federal Payment for Emergency Planning and Security Costs in the District of Columbia, Treasury",34895000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1130,"Federal Payment to the Federal District of Columbia Pension Fund, Treasury",452201000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1172,"District of Columbia Federal Pension Fund, Treasury",732424767.82
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1162,"Federal Payment for Water and Sewer Services, Treasury",46445091.99
"US Agencies - Non-CFO Act","Election Assistance Commission",2821,"Election Reform Programs, Election Assistance Commission",0
"US Agencies - Non-CFO Act","Election Assistance Commission",2822,"Election Data Collections Grants, Election Assistance Commission",201230.25
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission",1441,"EEOC Education, Technical Assistance and Training Revolving Fund, Equal Employment Opportunity Commission",4246227.16
"US Agencies - Non-CFO Act","Export-Import Bank of the United States",2285,"Export-Import Bank of the United States, Liquidating Account",0
"US Agencies - Non-CFO Act","Farm Credit System Insurance Corporation",2697,"Farm Credit Insurance Fund, Capital Corporation Investment Fund, Farm Credit Administration",4108606.08
"US Agencies - Non-CFO Act","Federal Communications Commission",1342,"Universal Service Fund, Federal Communications Commission",16150908195.87
"US Agencies - Non-CFO Act","Federal Communications Commission",1341,"Spectrum Auction Program Account, Federal Communications Commission",31550.3
"US Agencies - Non-CFO Act","Federal Communications Commission",1343,"TV Broadcaster Relocation Fund, Federal Communications Commission",0
"US Agencies - Non-CFO Act","Federal Deposit Insurance Corporation, Deposit Insurance",1492,"Deposit Insurance Fund, Federal Deposit Insurance Corporation",4697266105.21
"US Agencies - Non-CFO Act","Federal Drug Control Programs",228,"Other Federal Drug Control Programs, Executive Office of the President",116553624.9
"US Agencies - Non-CFO Act","Federal Drug Control Programs",229,"Counterdrug Technology Assessment Center, Office of National Drug Control Policy, Executive Office of the President",0
"US Agencies - Non-CFO Act","Federal Trade Commission",1364,"Salaries and Expenses, Federal Trade Commission",314747059.26
"US Agencies - Non-CFO Act","Gulf Coast Ecosystem Restoration Council",2768,"Gulf Coast Ecosystem Restoration Council",106022674.7
"US Agencies - Non-CFO Act","Institute of American Indian and Alaska Native Culture and Arts Development",2708,"Payment to the Institute, Institute of American Indian and Alaska Native Culture and Arts Development",15212000
"US Agencies - Non-CFO Act","Institute of Museum and Library Services",2771,"Office of Museum and Library Services: Grants and Library Service, Institute of Museum and Library Services",0
"US Agencies - Non-CFO Act","Institute of Museum and Library Services",2776,"Gifts and Donations, Institute of Museum Services",5042.72
"US Agencies - Non-CFO Act","International Trade Commission",1387,"Salaries and Expenses, International Trade Commission",95442722.63
"US Agencies - Non-CFO Act","Morris K. Udall and Stewart L. Udall Foundation",2791,"Federal Payment to Morris K. Udall Scholarship and Excellence in National Environmental Policy Foundation",1695000
"US Agencies - Non-CFO Act","Morris K. Udall and Stewart L. Udall Foundation",2793,"Environmental Dispute Resolution Fund, Morris K. Udall and Stewart L. Udall Foundation",4805632.73
"US Agencies - Non-CFO Act","Morris K. Udall and Stewart L. Udall Foundation",2795,"Morris K. Udall and Stewart L. Udall Trust Fund, Morris K. Udall and Stewart L. Udall Foundation",1355346.39
"US Agencies - Non-CFO Act","National Archives and Records Administration",2386,"Repairs and Restoration, National Archives and Records Administration",7697154.74
"US Agencies - Non-CFO Act","National Archives and Records Administration",2385,"National Historical Publications and Records Commission, National Archives and Records Administration",4488155
"US Agencies - Non-CFO Act","National Archives and Records Administration",2389,"Records Center Revolving Fund, National Archives and Records Administration",183646588.8
"US Agencies - Non-CFO Act","National Archives and Records Administration",2390,"National Archives Gift Fund, National Archives and Records Administration",2857052.38
"US Agencies - Non-CFO Act","National Archives and Records Administration",2391,"National Archives Trust Fund, National Archives and Records Administration",21438544.47
"US Agencies - Non-CFO Act","National Endowment for the Arts",2723,"Arts and Artifacts Indemnity Fund, National Endowment for the Arts",0
"US Agencies - Non-CFO Act","National Endowment for the Arts",2722,"Grants and Administration, National Endowment for the Arts, National Foundation on the Arts and Humanities",158665080.07
"US Agencies - Non-CFO Act","National Endowment for the Arts",2724,"Challenge America Grants, Challenge America Arts Fund",0
"US Agencies - Non-CFO Act","National Endowment for the Arts",2727,"Gifts and Donations, National Endowment for the Arts",545855.63
"US Agencies - Non-CFO Act","National Endowment for the Humanities",2728,"Grants and Administration, National Endowment for the Humanities, National Foundation on the Arts and Humanities",149901662.56
"US Agencies - Non-CFO Act","National Endowment for the Humanities",2731,"Gifts and Donations, National Endowment for the Humanities",683869.06
"US Agencies - Non-CFO Act","National Transportation Safety Board",2740,"Emergency Fund, National Transportation Safety Board",0
"Nuclear Regulatory Commission","Nuclear Regulatory Commission (no sub-agencies)",1369,"Nuclear Facilities Fees Fund, Nuclear Regulatory Commission",0
"US Agencies - Non-CFO Act","Railroad Retirement Board",1555,"Railroad Unemployment Insurance Extended Benefits Payments, Railroad Retirement Board",36667.26
"US Agencies - Non-CFO Act","Railroad Retirement Board",1552,"Railroad Unemployment Insurance Extended Benefit Payments - Recovery Act, Railroad Retirement Board",5181.78
"US Agencies - Non-CFO Act","Railroad Retirement Board",1558,"Railroad Retirement Account, Railroad Retirement Board",5393779855.97
"US Agencies - Non-CFO Act","Railroad Retirement Board",1561,"National Railroad Retirement Investment Trust, Railroad Retirement Board",1885666579.07
"US Agencies - Non-CFO Act","Railroad Retirement Board",1557,"Social Security Equivalent Benefit Account, Railroad Retirement Board",7261238733.99
"US Agencies - Non-CFO Act","Securities and Exchange Commission",1480,"Salaries and Expenses, Securities and Exchange Commission",1580501196.72
"US Agencies - Non-CFO Act","Securities and Exchange Commission",1482,"Securities and Exchange Commission Reserve Fund, Securities and Exchange Commission",51879536.42
"US Agencies - Non-CFO Act","Securities and Exchange Commission",1483,"Investor Protection Fund, Securities and Exchange Commission",47050087.11
"US Agencies - Non-CFO Act","Smithsonian Institution",1377,"Loans, John F. Kennedy Center Parking Facilities, Smithsonian Institution",0
"US Agencies - Non-CFO Act","Smithsonian Institution",1379,"Capital Repair and Restoration, John F. Kennedy Center for the Performing Arts",5828716.94
"US Agencies - Non-CFO Act","United States Court of Appeals for Veterans Claims",2689,"Practice Registration Fees, United States Court of Appeals for Veterans Claims",17767.17
"US Agencies - Non-CFO Act","United States Court of Appeals for Veterans Claims",2690,"United States Court of Appeals for Veterans Claims Retirement Fund",2049484.55
"US Agencies - Non-CFO Act","United States Enrichment Corporation Fund",2790,"United States Enrichment Coporation Fund",0
"US Agencies - Non-CFO Act","Corporation for Travel Promotion",2837,"Travel Promotion Fund, Corporation for Travel Promotion",93100000
